,number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,params_min_child_weight,params_normalize_type,params_rate_drop,params_sample_type,params_skip_drop,params_subsample,state
76,76,0.7363131223671724,2023-04-10 20:31:13.308857,2023-04-10 20:31:42.243213,0 days 00:00:28.934356,0.002367379423713562,dart,0.5779902970940536,0.12481385728318789,6.627800416228971e-05,depthwise,0.02269347981954961,2,10,tree,4.1820797731370235e-05,uniform,0.126437108914285,0.4215863878497085,COMPLETE
77,77,0.7330795716864102,2023-04-10 20:31:42.246212,2023-04-10 20:31:43.978353,0 days 00:00:01.732141,0.0008889971871554368,gbtree,0.45311042051359324,0.060384688771123886,2.089024160553706e-07,lossguide,0.09539939456897002,5,5,,,,,0.4930630324935692,COMPLETE
78,78,0.7102890781730494,2023-04-10 20:31:43.981354,2023-04-10 20:32:01.035743,0 days 00:00:17.054389,2.1662599762771925e-05,dart,0.39158179020171036,0.0289436700826576,1.5229233275942895e-08,depthwise,0.00039195294778624374,1,3,forest,0.1203747831666508,weighted,0.02875975367036094,0.3968108508244024,COMPLETE
79,79,0.7252768619283119,2023-04-10 20:32:01.038742,2023-04-10 20:32:18.741183,0 days 00:00:17.702441,0.000531721397406874,dart,0.4933555185627736,0.4145224959560064,0.0001310164610265214,depthwise,0.000697807815311681,1,2,forest,0.03521506643533666,weighted,0.007536232383059927,0.44090622372752397,COMPLETE
80,80,0.7505143102872064,2023-04-10 20:32:18.744183,2023-04-10 20:32:40.644966,0 days 00:00:21.900783,9.994502815623808e-05,dart,0.6144097262319562,0.18897609204366306,1.0277012351891085e-08,depthwise,0.0013971737012500073,3,7,tree,0.011284651036829881,weighted,0.2303732428340142,0.4866302426758532,COMPLETE
81,81,0.7615750490159912,2023-04-10 20:32:40.647966,2023-04-10 20:33:02.140715,0 days 00:00:21.492749,0.0007468402850137184,dart,0.6055320778335401,0.16341011946619938,2.7761173678567817e-08,depthwise,0.007712052767095505,1,5,tree,0.001659665881992231,weighted,0.005848645238571672,0.3779675742663462,COMPLETE
82,82,0.7436032399484424,2023-04-10 20:33:02.143716,2023-04-10 20:33:21.900324,0 days 00:00:19.756608,0.0011109717794639852,dart,0.5919552460513925,0.08952275239373042,8.037070645062292e-08,depthwise,0.00664300557630213,1,6,tree,0.0017482525230588413,weighted,0.004578023488737207,0.3738976178002134,COMPLETE
83,83,0.7328877564678331,2023-04-10 20:33:21.903323,2023-04-10 20:33:45.248224,0 days 00:00:23.344901,0.003138660028740515,dart,0.5635577488116612,0.25576577748998525,3.00111347012041e-08,depthwise,0.0032841928127034003,9,5,tree,0.0037654388167213506,weighted,0.0016786131087799042,0.34292606861622166,COMPLETE
84,84,0.7308444481106475,2023-04-10 20:33:45.251224,2023-04-10 20:34:11.068326,0 days 00:00:25.817102,0.00023074200828206908,dart,0.6483594154900424,0.04636023411435471,5.476037890689821e-08,depthwise,0.0022634931691581997,2,4,tree,0.0004432191097845874,weighted,0.009032529212839783,0.41252281642579625,COMPLETE
85,85,0.755321103492778,2023-04-10 20:34:11.071325,2023-04-10 20:34:29.247806,0 days 00:00:18.176481,0.03833065990338984,dart,0.6201849148996458,0.15893996251246553,3.25677947655782e-08,depthwise,0.014850722839805066,1,5,forest,0.0015145572037318165,uniform,0.02205349584621498,0.46151899883729164,COMPLETE
86,86,0.7418332915612538,2023-04-10 20:34:29.250806,2023-04-10 20:34:51.385608,0 days 00:00:22.134802,0.000571938979538233,dart,0.620110763234919,0.16316921450182623,3.535354049498431e-08,depthwise,0.012430137693980232,1,5,forest,0.0018255275037134145,weighted,0.022395770590195766,0.36490604500636753,COMPLETE
87,87,0.7300929496769065,2023-04-10 20:34:51.387607,2023-04-10 20:34:52.984737,0 days 00:00:01.597130,0.03719128125486344,gbtree,0.6447464953645156,0.017150714217648914,1.3223197784365234e-07,lossguide,0.03710377770167017,1,6,,,,,0.3906292201821115,COMPLETE
88,88,0.7633050514239931,2023-04-10 20:34:52.987737,2023-04-10 20:35:19.947933,0 days 00:00:26.960196,0.001729862811428694,dart,0.5857520274971884,0.08235856680188715,4.399709405332195e-05,depthwise,0.02348851365340316,2,4,forest,0.0012276274698865477,uniform,0.0033480767901779593,0.4356290425167801,COMPLETE
89,89,0.7661018044086846,2023-04-10 20:35:19.950932,2023-04-10 20:35:45.591019,0 days 00:00:25.640087,0.0017444758538847204,dart,0.5902311006592599,0.08063813235474453,3.372543056444434e-05,depthwise,0.07072455304609053,2,4,forest,0.0006886562854825619,weighted,0.0031452034694195987,0.4291689832007701,COMPLETE
90,90,0.7423718892720843,2023-04-10 20:35:45.594019,2023-04-10 20:36:11.594135,0 days 00:00:26.000116,0.004097151841887909,dart,0.5890176239406764,0.05802095508068973,4.5864614932704265e-05,depthwise,0.07899954258390669,2,4,forest,0.0006092466586786712,weighted,0.004960242507855783,0.4340005466087635,COMPLETE
91,91,0.7473474319444027,2023-04-10 20:36:11.597135,2023-04-10 20:36:39.773430,0 days 00:00:28.176295,0.0016126930869409949,dart,0.5403091805370906,0.02895003194021599,0.0002518492177482474,depthwise,0.02645363505878237,2,3,forest,0.0038930290759625437,weighted,0.0028936315959678834,0.4072742226133401,COMPLETE
92,92,0.7488866776773068,2023-04-10 20:36:39.776429,2023-04-10 20:37:06.352592,0 days 00:00:26.576163,0.0007506962981958216,dart,0.6102205177053168,0.08707268281072342,7.336921412330408e-05,depthwise,0.1464229552767881,2,4,forest,0.00015844519028531935,weighted,0.001317509693089647,0.4400044971571604,COMPLETE
93,93,0.752333462761206,2023-04-10 20:37:06.355592,2023-04-10 20:37:29.688492,0 days 00:00:23.332900,0.0017533068862902348,dart,0.5800345088588841,0.010838159706570157,3.7735233094125704e-05,depthwise,0.0620393455884243,3,3,forest,0.000600805353278937,weighted,0.0007306282062914119,0.3609894081308981,COMPLETE
94,94,0.7218738051743083,2023-04-10 20:37:29.691492,2023-04-10 20:37:53.532434,0 days 00:00:23.840942,0.00046792454670634603,dart,0.5168474070718971,0.03607926260989571,2.0962230971437153e-05,depthwise,0.23902493888110957,2,4,forest,0.001246418984411952,weighted,0.010043819822166816,0.3845136095312175,COMPLETE
95,95,0.7350244866939748,2023-04-10 20:37:53.535434,2023-04-10 20:38:12.283959,0 days 00:00:18.748525,0.002496764473215146,dart,0.5580546767517571,0.3781121506385991,0.00010580976647227328,depthwise,0.0425592720390473,2,5,forest,0.00021457014663207728,weighted,0.0026351484562037956,0.4160672020648879,COMPLETE
96,96,0.731538907344345,2023-04-10 20:38:12.287960,2023-04-10 20:38:34.097734,0 days 00:00:21.809774,0.001116309977750753,dart,0.6639198351175744,0.07151754160031151,5.5718477345508665e-06,depthwise,0.008081729970822373,1,4,forest,0.003086526707252906,uniform,0.005597389692488815,0.474861755210752,COMPLETE
97,97,0.7454303116072661,2023-04-10 20:38:34.100734,2023-04-10 20:38:35.664862,0 days 00:00:01.564128,0.008689978770692828,gbtree,0.5309551723338032,0.1134437307787475,1.3105900939019227e-05,lossguide,0.02016122163412945,2,5,,,,,0.45455102229075445,COMPLETE
98,98,0.6986896503441253,2023-04-10 20:38:35.667863,2023-04-10 20:38:56.197535,0 days 00:00:20.529672,0.0003323046012379683,dart,0.48003955911851454,0.653328121109988,0.00018160653295712977,depthwise,0.10489323149341902,1,2,forest,8.461530843246276e-05,weighted,0.00045010307655479764,0.39060044931207216,COMPLETE
99,99,0.721565977670854,2023-04-10 20:38:56.200534,2023-04-10 20:39:20.800536,0 days 00:00:24.600002,0.005217414877621364,dart,0.6030505895406701,0.020939574649040647,3.017672216932891e-05,depthwise,0.005567583904170992,3,4,forest,0.0008983570918609732,weighted,0.0009469419676060597,0.3274538852688581,COMPLETE
