,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_penalty,state
32,32,0.7154118185670313,2023-04-10 13:40:34.274739,2023-04-10 13:40:40.212304,0 days 00:00:05.937565,31.530300149926706,3.190299349227869,l1,COMPLETE
33,33,0.6959712177308929,2023-04-10 13:40:40.212304,2023-04-10 13:40:40.402551,0 days 00:00:00.190247,0.05564850851314435,4.821341906524108,l1,COMPLETE
34,34,0.7132995871560447,2023-04-10 13:40:40.418175,2023-04-10 13:40:42.592529,0 days 00:00:02.174354,5.127253930604265,2.3934051762747,l1,COMPLETE
35,35,0.728879894805375,2023-04-10 13:40:42.592529,2023-04-10 13:40:48.540112,0 days 00:00:05.947583,16.82408349575342,6.104538350643879,l2,COMPLETE
36,36,0.7345851632995657,2023-04-10 13:40:48.540112,2023-04-10 13:40:51.403372,0 days 00:00:02.863260,2.966095847295928,3.9977072816880947,l1,COMPLETE
37,37,0.7092328661362707,2023-04-10 13:40:51.403372,2023-04-10 13:40:54.815956,0 days 00:00:03.412584,190.35463161223967,2.5041038942577116,l1,COMPLETE
38,38,0.6720772842415869,2023-04-10 13:40:54.815956,2023-04-10 13:40:55.021474,0 days 00:00:00.205518,0.02205125721969504,6.463390761587974,l2,COMPLETE
39,39,0.7387869088861748,2023-04-10 13:40:55.023600,2023-04-10 13:40:55.424724,0 days 00:00:00.401124,0.2645829249289565,5.076402150471413,l1,COMPLETE
40,40,0.7471383027856431,2023-04-10 13:40:55.424724,2023-04-10 13:40:57.681718,0 days 00:00:02.256994,1.484901441243185,4.792474737504662,l2,COMPLETE
41,41,0.7435224789444794,2023-04-10 13:40:57.681718,2023-04-10 13:40:59.692677,0 days 00:00:02.010959,1.3391108693282237,4.9768215542233945,l2,COMPLETE
42,42,0.7087498418749804,2023-04-10 13:40:59.692677,2023-04-10 13:41:01.530275,0 days 00:00:01.837598,1.4459645300355022,4.477945849546604,l2,COMPLETE
43,43,0.7364771780378151,2023-04-10 13:41:01.530275,2023-04-10 13:41:04.701583,0 days 00:00:03.171308,10.482654719234198,3.0952978793469534,l2,COMPLETE
44,44,0.674792091611949,2023-04-10 13:41:04.701583,2023-04-10 13:41:05.413617,0 days 00:00:00.712034,1.1446539913122593,1.2906296962054244,l2,COMPLETE
45,45,0.7034213489203889,2023-04-10 13:41:05.413617,2023-04-10 13:41:09.968295,0 days 00:00:04.554678,4.783709260591614,5.190718615801749,l2,COMPLETE
46,46,0.7369537970815417,2023-04-10 13:41:09.968295,2023-04-10 13:41:10.241790,0 days 00:00:00.273495,0.16415501457921353,3.866234567469826,l2,COMPLETE
47,47,0.6978400602188264,2023-04-10 13:41:10.241790,2023-04-10 13:41:10.726453,0 days 00:00:00.484663,0.49509283636919393,2.1375146270822194,l2,COMPLETE
48,48,0.7030764772623581,2023-04-10 13:41:10.726453,2023-04-10 13:41:16.360750,0 days 00:00:05.634297,396.39584027220576,5.394176989123814,l2,COMPLETE
49,49,0.7196712383177479,2023-04-10 13:41:16.360750,2023-04-10 13:41:22.021880,0 days 00:00:05.661130,68.60471178760227,8.19688277427823,l2,COMPLETE
50,50,0.7285536709890388,2023-04-10 13:41:22.021880,2023-04-10 13:41:29.410437,0 days 00:00:07.388557,22.66652048529908,6.635624564528853,l2,COMPLETE
51,51,0.7467654561052265,2023-04-10 13:41:29.410437,2023-04-10 13:41:31.376520,0 days 00:00:01.966083,1.4316110944544957,4.8330081784742855,l2,COMPLETE
52,52,0.7350738973539442,2023-04-10 13:41:31.376520,2023-04-10 13:41:33.848202,0 days 00:00:02.471682,2.5060736535558057,3.500474308553902,l2,COMPLETE
53,53,0.7397565439119431,2023-04-10 13:41:33.848202,2023-04-10 13:41:34.921727,0 days 00:00:01.073525,0.7891017226919899,4.475087953121055,l2,COMPLETE
54,54,0.734889201709801,2023-04-10 13:41:34.921727,2023-04-10 13:41:40.531240,0 days 00:00:05.609513,108.28902186702838,5.720886193789021,l2,COMPLETE
55,55,0.7313278936760367,2023-04-10 13:41:40.531240,2023-04-10 13:41:41.868903,0 days 00:00:01.337663,1.5343506292337554,2.8582080577760185,l2,COMPLETE
56,56,0.7287912964194229,2023-04-10 13:41:41.868903,2023-04-10 13:41:46.284242,0 days 00:00:04.415339,30.272249626009994,4.339625181064829,l2,COMPLETE
57,57,0.7337623527532736,2023-04-10 13:41:46.284242,2023-04-10 13:41:50.160688,0 days 00:00:03.876446,6.243526132037785,3.5900637939869027,l2,COMPLETE
58,58,0.7340571440422516,2023-04-10 13:41:50.160688,2023-04-10 13:41:52.355963,0 days 00:00:02.195275,2.1064020521925113,5.196925392311285,l2,COMPLETE
59,59,0.74257257945195,2023-04-10 13:41:52.355963,2023-04-10 13:41:52.842866,0 days 00:00:00.486903,0.3364478511000666,6.693480467924472,l2,COMPLETE
60,60,0.7331734269190393,2023-04-10 13:41:52.842866,2023-04-10 13:41:53.504269,0 days 00:00:00.661403,0.3486727382442154,6.4387966915491885,l2,COMPLETE
61,61,0.7303362048761389,2023-04-10 13:41:53.504269,2023-04-10 13:41:53.731974,0 days 00:00:00.227705,0.11614240247203786,7.145130398746662,l2,COMPLETE
62,62,0.70968869789496,2023-04-10 13:41:53.731974,2023-04-10 13:41:54.406238,0 days 00:00:00.674264,0.6181129132031988,5.8194985435518305,l2,COMPLETE
63,63,0.7327855998919539,2023-04-10 13:41:54.406238,2023-04-10 13:41:56.228031,0 days 00:00:01.821793,1.1612135448291714,4.522335232245245,l2,COMPLETE
64,64,0.7153527824966381,2023-04-10 13:41:56.228031,2023-04-10 13:41:56.731163,0 days 00:00:00.503132,0.31007574889030215,10.676318971304797,l1,COMPLETE
65,65,0.7238198379381582,2023-04-10 13:41:56.731163,2023-04-10 13:42:00.844213,0 days 00:00:04.113050,5.038058435578347,3.7200373333292998,l1,COMPLETE
66,66,0.7221426307318374,2023-04-10 13:42:00.844213,2023-04-10 13:42:06.722720,0 days 00:00:05.878507,9.244878999820084,7.724355217535376,l2,COMPLETE
67,67,0.7237080557731349,2023-04-10 13:42:06.722720,2023-04-10 13:42:12.714443,0 days 00:00:05.991723,363.31737587894054,6.569697242726968,l1,COMPLETE
68,68,0.7302358046435841,2023-04-10 13:42:12.714443,2023-04-10 13:42:15.169926,0 days 00:00:02.455483,2.7400745391850903,2.6282013414788516,l1,COMPLETE
69,69,0.7006993408941657,2023-04-10 13:42:15.169926,2023-04-10 13:42:15.706732,0 days 00:00:00.536806,0.5158568272687245,1.841211779557617,l2,COMPLETE
70,70,0.7268246222063772,2023-04-10 13:42:15.706732,2023-04-10 13:42:15.940354,0 days 00:00:00.233622,0.08515864295785636,4.939852408436212,l1,COMPLETE
71,71,0.7335440966166938,2023-04-10 13:42:15.940354,2023-04-10 13:42:16.957920,0 days 00:00:01.017566,0.8758355926558329,4.6395891734529995,l2,COMPLETE
72,72,0.7394670245967265,2023-04-10 13:42:16.957920,2023-04-10 13:42:17.505251,0 days 00:00:00.547331,0.3636201425809821,3.25564943221268,l2,COMPLETE
73,73,0.7131361683369604,2023-04-10 13:42:17.505251,2023-04-10 13:42:18.871188,0 days 00:00:01.365937,0.9473649978889297,4.10704969559931,l2,COMPLETE
74,74,0.727400829364775,2023-04-10 13:42:18.871188,2023-04-10 13:42:21.755500,0 days 00:00:02.884312,1.7995453389847043,5.478676200578423,l2,COMPLETE
75,75,0.7134779490005696,2023-04-10 13:42:21.755500,2023-04-10 13:42:28.192198,0 days 00:00:06.436698,14.574453133763088,5.915625257384852,l2,COMPLETE
76,76,0.7194988922311841,2023-04-10 13:42:28.192198,2023-04-10 13:42:28.522623,0 days 00:00:00.330425,0.17035349265319338,4.566800376641723,l1,COMPLETE
77,77,0.7230573056060392,2023-04-10 13:42:28.522623,2023-04-10 13:42:33.067412,0 days 00:00:04.544789,3.57542987605035,4.1016549523587615,l2,COMPLETE
78,78,0.7618708777101767,2023-04-10 13:42:33.067412,2023-04-10 13:42:33.918583,0 days 00:00:00.851171,0.691166224452887,2.751317609853724,l1,COMPLETE
79,79,0.6873782599777535,2023-04-10 13:42:33.918583,2023-04-10 13:42:34.961574,0 days 00:00:01.042991,1.4615227438632519,1.154734391796453,l1,COMPLETE
80,80,0.7249651091967361,2023-04-10 13:42:34.977467,2023-04-10 13:42:38.627048,0 days 00:00:03.649581,7.479038759472209,2.723936272296599,l1,COMPLETE
81,81,0.7369390986857918,2023-04-10 13:42:38.627048,2023-04-10 13:42:39.460145,0 days 00:00:00.833097,0.6930080644344211,3.458412703404771,l1,COMPLETE
82,82,0.7369260143431448,2023-04-10 13:42:39.460145,2023-04-10 13:42:40.189003,0 days 00:00:00.728858,0.5200972435467615,2.226416143359935,l1,COMPLETE
83,83,0.7460356743661616,2023-04-10 13:42:40.189003,2023-04-10 13:42:40.513823,0 days 00:00:00.324820,0.2264614314400241,5.242085650976966,l1,COMPLETE
84,84,0.7219557081893678,2023-04-10 13:42:40.513823,2023-04-10 13:42:41.181897,0 days 00:00:00.668074,0.3138730683195197,4.9208481531478885,l1,COMPLETE
85,85,0.7470828326567192,2023-04-10 13:42:41.181897,2023-04-10 13:42:41.502973,0 days 00:00:00.321076,0.2097602663204387,5.427528919761723,l1,COMPLETE
86,86,0.732731195218696,2023-04-10 13:42:41.502973,2023-04-10 13:42:41.892640,0 days 00:00:00.389667,0.21546740584649118,5.404969600438991,l1,COMPLETE
87,87,0.7358132481594026,2023-04-10 13:42:41.892640,2023-04-10 13:42:42.149157,0 days 00:00:00.256517,0.15579986016953748,6.059267644855086,l1,COMPLETE
88,88,0.7412363435470598,2023-04-10 13:42:42.149157,2023-04-10 13:42:43.444020,0 days 00:00:01.294863,1.0156097912645246,3.0185669383275924,l1,COMPLETE
89,89,0.7311150509026045,2023-04-10 13:42:43.444020,2023-04-10 13:42:46.538889,0 days 00:00:03.094869,2.126528458332543,3.8091752011946327,l1,COMPLETE
