,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,state
48,48,0.6958476352087597,2023-04-11 15:21:40.908456,2023-04-11 15:21:43.640655,0 days 00:00:02.732199,16.15620357528616,4.532650582297782,0.0019541545801801093,sigmoid,COMPLETE
49,49,0.6797238824576616,2023-04-11 15:21:43.642654,2023-04-11 15:21:46.380539,0 days 00:00:02.737885,89.97853990220537,3.2238568925879107,0.0006636390279782347,sigmoid,COMPLETE
50,50,0.5,2023-04-11 15:21:46.382526,2023-04-11 15:21:48.822719,0 days 00:00:02.440193,3.462637176455363,2.3067865509070695,0.00011880679979869136,sigmoid,COMPLETE
51,51,0.7000737300699702,2023-04-11 15:21:48.824717,2023-04-11 15:21:52.044974,0 days 00:00:03.220257,41.61539864760938,6.11898538857163,0.0007737353417314762,sigmoid,COMPLETE
52,52,0.6901912763645409,2023-04-11 15:21:52.049980,2023-04-11 15:21:55.244232,0 days 00:00:03.194252,48.13621892965711,4.849736116493015,0.00022814615322293806,sigmoid,COMPLETE
53,53,0.5,2023-04-11 15:21:55.245249,2023-04-11 15:21:59.076558,0 days 00:00:03.831309,6.9649107750078665,6.9768543040215265,4.9802508636002344e-05,sigmoid,COMPLETE
54,54,0.6909618614350317,2023-04-11 15:21:59.078542,2023-04-11 15:22:02.703831,0 days 00:00:03.625289,13.325943453734931,6.439210227456112,0.001209917890822304,sigmoid,COMPLETE
55,55,0.7048292578771541,2023-04-11 15:22:02.705831,2023-04-11 15:22:06.058118,0 days 00:00:03.352287,27.115209379871878,5.283318705885861,0.00025390580354388124,sigmoid,COMPLETE
56,56,0.5490001325178414,2023-04-11 15:22:06.061099,2023-04-11 15:22:10.264690,0 days 00:00:04.203591,5.374535284624791,3.9238958193118814,0.00016170959640261128,rbf,COMPLETE
57,57,0.6887524282208412,2023-04-11 15:22:10.267688,2023-04-11 15:22:13.286932,0 days 00:00:03.019244,95.11011446265374,7.128635002038077,0.0020651099169706495,sigmoid,COMPLETE
58,58,0.7146325370857506,2023-04-11 15:22:13.288931,2023-04-11 15:22:16.134855,0 days 00:00:02.845924,24.605848585126413,4.779195589964301,0.0007080317011145997,sigmoid,COMPLETE
59,59,0.6896088724209697,2023-04-11 15:22:16.137856,2023-04-11 15:22:19.180585,0 days 00:00:03.042729,12.831687157341793,4.769458763647664,0.0011173414567029942,sigmoid,COMPLETE
60,60,0.5,2023-04-11 15:22:19.183597,2023-04-11 15:22:21.049753,0 days 00:00:01.866156,28.544350584377042,1.1334537012384418,0.0007363940302145819,sigmoid,COMPLETE
61,61,0.6922808454563872,2023-04-11 15:22:21.052736,2023-04-11 15:22:24.361018,0 days 00:00:03.308282,8.603452952255195,6.206824382753383,0.0006585977544141334,sigmoid,COMPLETE
62,62,0.7054259108484384,2023-04-11 15:22:24.363003,2023-04-11 15:22:27.681264,0 days 00:00:03.318261,20.15994806517018,5.1764234851479,0.00023311795565605922,sigmoid,COMPLETE
63,63,0.5159259789054471,2023-04-11 15:22:27.685266,2023-04-11 15:22:31.362563,0 days 00:00:03.677297,4.960444066756324,5.203053862473252,0.00010312319245018305,sigmoid,COMPLETE
