,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_penalty,state
81,81,0.7050790814582346,2023-04-11 15:16:38.900599,2023-04-11 15:16:40.131698,0 days 00:00:01.231099,0.3270972634525553,4.62196714965445,l2,COMPLETE
82,82,0.7015215999980665,2023-04-11 15:16:40.133701,2023-04-11 15:16:40.599737,0 days 00:00:00.466036,0.09832227694574923,5.775676488257972,l2,COMPLETE
83,83,0.7273354400267082,2023-04-11 15:16:40.602737,2023-04-11 15:16:41.163783,0 days 00:00:00.561046,0.1518458704253575,4.469078410629591,l2,COMPLETE
84,84,0.7071688416993491,2023-04-11 15:16:41.167783,2023-04-11 15:16:42.373878,0 days 00:00:01.206095,0.24323237812932746,5.1371793696147625,l2,COMPLETE
85,85,0.6947612447808934,2023-04-11 15:16:42.375879,2023-04-11 15:16:42.738908,0 days 00:00:00.363029,0.13930077882349334,4.424404381150369,l2,COMPLETE
86,86,0.6777336816407955,2023-04-11 15:16:42.741918,2023-04-11 15:16:43.671984,0 days 00:00:00.930066,0.2635085703010217,3.889491980612809,l2,COMPLETE
87,87,0.6960518150807461,2023-04-11 15:16:43.673998,2023-04-11 15:16:44.042033,0 days 00:00:00.368035,0.047696509776344986,5.037024476649459,l2,COMPLETE
88,88,0.7021292204073158,2023-04-11 15:16:44.044034,2023-04-11 15:16:44.587464,0 days 00:00:00.543430,0.13851051136102016,4.558175327763647,l2,COMPLETE
89,89,0.6806127731233239,2023-04-11 15:16:44.590464,2023-04-11 15:16:45.785560,0 days 00:00:01.195096,0.34772693147248596,3.3572837892547054,l2,COMPLETE
90,90,0.681828003349872,2023-04-11 15:16:45.787560,2023-04-11 15:16:46.095606,0 days 00:00:00.308046,0.032912944890023846,5.448348701469222,l2,COMPLETE
91,91,0.7020956142617758,2023-04-11 15:16:46.097585,2023-04-11 15:16:48.682945,0 days 00:00:02.585360,0.6026033736598124,6.1598178811822155,l2,COMPLETE
92,92,0.6967149366644991,2023-04-11 15:16:48.685926,2023-04-11 15:16:48.991973,0 days 00:00:00.306047,0.06517054580241982,4.156615229301504,l2,COMPLETE
93,93,0.6738310510130028,2023-04-11 15:16:48.994995,2023-04-11 15:16:49.592021,0 days 00:00:00.597026,0.2095243121629752,2.7392033821485313,l2,COMPLETE
94,94,0.6990673414331753,2023-04-11 15:16:49.595022,2023-04-11 15:16:50.912217,0 days 00:00:01.317195,0.3709788862904424,5.23088761372599,l2,COMPLETE
95,95,0.7058000348367615,2023-04-11 15:16:50.915196,2023-04-11 15:16:51.367237,0 days 00:00:00.452041,0.07561314464713655,6.750638492782413,l2,COMPLETE
96,96,0.7046105113323125,2023-04-11 15:16:51.369236,2023-04-11 15:16:51.687043,0 days 00:00:00.317807,0.08512586861955737,4.7807868948896814,l2,COMPLETE
97,97,0.692018334839866,2023-04-11 15:16:51.690043,2023-04-11 15:16:52.015069,0 days 00:00:00.325026,0.05600887057402382,5.736446715440238,l2,COMPLETE
98,98,0.6926522198193085,2023-04-11 15:16:52.019073,2023-04-11 15:16:52.365118,0 days 00:00:00.346045,0.08332701147636407,4.600781209719745,l2,COMPLETE
99,99,0.6943922444545894,2023-04-11 15:16:52.367118,2023-04-11 15:16:53.247802,0 days 00:00:00.880684,0.15085620194109256,6.513918377350182,l2,COMPLETE
